start_time,end_time,instrument,note,start_beat,end_beat,note_value,Instrument Group,Time Chunks
596446,607198,1,61,14.25,0.25,Sixteenth,1,[7]
607198,618462,1,59,14.5,0.25,Sixteenth,1,"[7, 8]"
618462,627678,1,57,14.75,0.25,Sixteenth,1,[8]
627678,650718,1,65,15.0,0.5,Eighth,1,[8]
627678,672222,1,62,15.0,1.0,Quarter,1,[8]
650718,672222,1,50,15.5,0.5,Eighth,1,[8]
650718,682462,1,74,15.5,0.75,Dotted Eighth,1,[8]
672222,693726,1,52,16.0,0.5,Eighth,1,[8]
682462,693726,1,72,16.25,0.25,Sixteenth,1,[8]
693726,704990,1,70,16.5,0.25,Sixteenth,1,[8]
693726,714717,1,53,16.5,0.5,Eighth,1,"[8, 9]"
704990,714717,1,69,16.75,0.25,Sixteenth,1,"[8, 9]"
714717,723934,1,72,17.0,0.25,Sixteenth,1,[9]
714717,735710,1,55,17.0,0.5,Eighth,1,[9]
723934,735710,1,70,17.25,0.25,Sixteenth,1,[9]
735710,755166,1,52,17.5,0.5,Eighth,1,[9]
735710,743902,1,69,17.5,0.25,Sixteenth,1,[9]
743902,755166,1,67,17.75,0.25,Sixteenth,1,[9]
755166,795102,1,69,18.0,1.0,Quarter,1,"[9, 10]"
755166,763358,1,53,18.0,0.25,Sixteenth,1,[9]
763358,775134,1,50,18.25,0.25,Sixteenth,1,[9]
775134,785886,1,49,18.5,0.25,Sixteenth,1,[9]
775134,804830,1,65,18.5,0.75,Dotted Eighth,1,"[9, 10]"
785886,795102,1,50,18.75,0.25,Sixteenth,1,"[9, 10]"
795102,893406,1,67,19.0,2.5,Dotted Half,1,"[10, 11]"
795102,824286,1,58,19.0,0.75,Dotted Eighth,1,[10]
804830,814046,1,64,19.25,0.25,Sixteenth,1,[10]
814046,824286,1,62,19.5,0.25,Sixteenth,1,[10]
824286,833502,1,64,19.75,0.208333333333,Sixteenth,1,[10]
835037,838110,1,55,20.0,0.1,Triplet Thirty Second,1,[10]
835037,845790,1,64,20.0125,0.25,Sixteenth,1,[10]
838110,842206,1,57,20.0916666667,0.1,Triplet Thirty Second,1,[10]
841182,846301,1,55,20.1833333333,0.1,Triplet Thirty Second,1,[10]
845790,854494,1,62,20.2625,0.25,Sixteenth,1,[10]
846301,849886,1,57,20.275,0.1,Triplet Thirty Second,1,[10]
849374,852958,1,55,20.3666666667,0.1,Triplet Thirty Second,1,[10]
852958,856030,1,57,20.4583333333,0.1,Triplet Thirty Second,1,[10]
854494,864222,1,61,20.5125,0.25,Sixteenth,1,[10]
855518,859102,1,55,20.55,0.1,Triplet Thirty Second,1,[10]
858590,863710,1,57,20.6416666667,0.1,Triplet Thirty Second,1,[10]
862686,866782,1,55,20.7333333333,0.1,Triplet Thirty Second,1,[10]
864222,873438,1,62,20.7625,0.25,Sixteenth,1,[10]
866782,870366,1,57,20.825,0.1,Triplet Thirty Second,1,[10]
870366,873950,1,55,20.9166666667,0.1,Triplet Thirty Second,1,[10]
873438,924637,1,57,21.0,1.25,Tied Quarter-Sixteenth,1,"[10, 11]"
873438,914398,1,61,21.0125,1.0,Quarter,1,"[10, 11]"
893406,914398,1,64,21.5,0.5,Eighth,1,[11]
914398,935390,1,65,22.0,0.5,Eighth,1,[11]
914398,935390,1,62,22.0125,0.5,Eighth,1,[11]
924637,935390,1,55,22.25,0.25,Sixteenth,1,[11]
935390,944606,1,53,22.5,0.25,Sixteenth,1,[11]
935390,955357,1,67,22.5,0.5,Eighth,1,[11]
935390,955357,1,64,22.5125,0.5,Eighth,1,[11]
944606,955357,1,52,22.75,0.25,Sixteenth,1,[11]
955357,964574,1,55,23.0,0.25,Sixteenth,1,[11]
955357,976862,1,69,23.0,0.5,Eighth,1,"[11, 12]"
955357,976862,1,61,23.0125,0.5,Eighth,1,"[11, 12]"
964574,976862,1,53,23.25,0.25,Sixteenth,1,"[11, 12]"
976862,986077,1,52,23.5,0.25,Sixteenth,1,[12]
976862,996318,1,65,23.5,0.5,Eighth,1,[12]
976862,996318,1,62,23.5125,0.5,Eighth,1,[12]
986077,996318,1,50,23.75,0.25,Sixteenth,1,[12]
996318,1007070,1,70,24.0,0.25,Sixteenth,1,[12]
996318,1018334,1,55,24.0,0.5,Eighth,1,[12]
996318,1018334,1,63,24.0125,0.5,Eighth,1,[12]
1007070,1018334,1,67,24.25,0.25,Sixteenth,1,[12]
1018334,1046494,1,58,24.5,0.75,Dotted Eighth,1,[12]
1018334,1029086,1,66,24.5,0.25,Sixteenth,1,[12]
1018334,1037790,1,62,24.5125,0.5,Eighth,1,[12]
1029086,1037790,1,67,24.75,0.25,Sixteenth,1,[12]
1037790,1064926,1,75,25.0,0.75,Dotted Eighth,1,"[12, 13]"
1037790,1074142,1,67,25.0125,1.0,Quarter,1,"[12, 13]"
1046494,1055198,1,57,25.25,0.25,Sixteenth,1,[12]
1055198,1064926,1,55,25.5,0.25,Sixteenth,1,"[12, 13]"
1064926,1072606,1,57,25.75,0.208333333333,Sixteenth,1,[13]
1074142,1101790,1,73,26.0,0.645833333333,Dotted Eighth,1,[13]
1074142,1085406,1,57,26.0125,0.25,Sixteenth,1,[13]
1074142,1115614,1,64,26.0125,1.0,Quarter,1,[13]
1085406,1094622,1,55,26.2625,0.25,Sixteenth,1,[13]
1094622,1106398,1,53,26.5125,0.25,Sixteenth,1,[13]
1102814,1106398,1,74,26.6666666667,0.0833333333333,Triplet Thirty Second,1,[13]
1106398,1109470,1,73,26.75,0.0833333333333,Triplet Thirty Second,1,[13]
1106398,1114590,1,55,26.7625,0.208333333333,Sixteenth,1,[13]
1109470,1112542,1,71,26.8333333333,0.0833333333333,Triplet Thirty Second,1,[13]
1112542,1115614,1,73,26.9166666667,0.0833333333333,Triplet Thirty Second,1,[13]
1115614,1152990,1,74,27.0,0.958333333333,Quarter,1,"[13, 14]"
1116126,1125854,1,55,27.025,0.25,Sixteenth,1,[13]
1125342,1133534,1,69,27.2625,0.25,Sixteenth,1,[13]
1125854,1134046,1,53,27.275,0.25,Sixteenth,1,[13]
1133534,1142750,1,67,27.5125,0.25,Sixteenth,1,[13]
1134046,1143262,1,52,27.525,0.25,Sixteenth,1,[13]
1142750,1154526,1,69,27.7625,0.25,Sixteenth,1,"[13, 14]"
1143262,1155038,1,53,27.775,0.25,Sixteenth,1,"[13, 14]"
1154526,1185246,1,74,28.0125,0.75,Dotted Eighth,1,[14]
1154526,1193950,1,65,28.0125,1.0,Quarter,1,[14]
1155038,1164766,1,57,28.025,0.25,Sixteenth,1,[14]
1164766,1176030,1,55,28.275,0.25,Sixteenth,1,[14]
1176030,1185758,1,53,28.525,0.25,Sixteenth,1,[14]
1185758,1192926,1,55,28.775,0.208333333333,Sixteenth,1,[14]
1193950,1233886,1,62,29.0125,1.0,Quarter,1,[14]
1193950,1219550,1,71,29.0125,0.625,Dotted Eighth,1,[14]
1197022,1205214,1,55,29.0375,0.25,Sixteenth,1,[14]
1205214,1214942,1,53,29.2875,0.25,Sixteenth,1,[14]
1214942,1224670,1,52,29.5375,0.25,Sixteenth,1,[14]
1221598,1224158,1,72,29.6916666667,0.0833333333333,Triplet Thirty Second,1,[14]
1224158,1227742,1,71,29.775,0.0833333333333,Triplet Thirty Second,1,[14]
1224670,1234910,1,53,29.7875,0.25,Sixteenth,1,"[14, 15]"
1227742,1231838,1,69,29.8583333333,0.0833333333333,Triplet Thirty Second,1,[14]
1231838,1234398,1,71,29.9416666667,0.0833333333333,Triplet Thirty Second,1,[14]
1234398,1271262,1,72,30.025,0.958333333333,Quarter,1,"[14, 15]"
1234910,1242590,1,53,30.0375,0.208333333333,Sixteenth,1,[15]
1243102,1251806,1,67,30.2625,0.25,Sixteenth,1,[15]
1244638,1253342,1,52,30.3,0.25,Sixteenth,1,[15]
1251806,1262046,1,65,30.5125,0.25,Sixteenth,1,[15]
1253342,1263582,1,50,30.55,0.25,Sixteenth,1,[15]
1262046,1272286,1,67,30.7625,0.25,Sixteenth,1,[15]
1263582,1273822,1,52,30.8,0.25,Sixteenth,1,[15]
1272286,1313758,1,63,31.0125,1.0,Quarter,1,[15]
1273310,1303006,1,72,31.0375,0.75,Dotted Eighth,1,[15]
1273822,1283550,1,55,31.05,0.25,Sixteenth,1,[15]
1283550,1293278,1,53,31.3,0.25,Sixteenth,1,[15]
1293278,1304542,1,51,31.55,0.25,Sixteenth,1,[15]
1304542,1313758,1,53,31.8,0.208333333333,Sixteenth,1,[15]
1313758,1351646,1,60,32.0125,1.0,Quarter,1,"[15, 16]"
1314782,1338334,1,69,32.0375,0.625,Dotted Eighth,1,"[15, 16]"
1315806,1325534,1,53,32.0625,0.25,Sixteenth,1,"[15, 16]"
1325534,1333726,1,51,32.3125,0.25,Sixteenth,1,[16]
1333726,1345502,1,50,32.5625,0.25,Sixteenth,1,[16]
1340382,1344478,1,70,32.7166666667,0.0833333333333,Triplet Thirty Second,1,[16]
1344478,1348062,1,69,32.8,0.0833333333333,Triplet Thirty Second,1,[16]
1345502,1352158,1,51,32.8125,0.208333333333,Sixteenth,1,[16]
1348062,1350110,1,67,32.8833333333,0.0833333333333,Triplet Thirty Second,1,[16]
1350110,1353182,1,69,32.9666666667,0.0833333333333,Triplet Thirty Second,1,[16]
1353182,1497054,1,70,33.05,3.5,Whole,1,"[16, 17]"
1354206,1366494,1,51,33.075,0.25,Sixteenth,1,[16]
1366494,1375198,1,50,33.325,0.25,Sixteenth,1,[16]
1373662,1393118,1,69,33.5125,0.5,Eighth,1,[16]
1375198,1384414,1,49,33.575,0.25,Sixteenth,1,[16]
1384414,1397726,1,50,33.825,0.25,Sixteenth,1,[16]
1393118,1415646,1,67,34.0125,0.5,Eighth,1,"[16, 17]"
1397726,1427934,1,58,34.075,0.75,Dotted Eighth,1,"[16, 17]"
1415646,1435101,1,65,34.5125,0.5,Eighth,1,[17]
1435101,1454558,1,64,35.0125,0.5,Eighth,1,[17]
1437662,1440733,1,55,35.075,0.1,Triplet Thirty Second,1,[17]
1440733,1445342,1,57,35.1666666667,0.1,Triplet Thirty Second,1,[17]
1444830,1448926,1,55,35.2583333333,0.1,Triplet Thirty Second,1,[17]
1448414,1452510,1,57,35.35,0.1,Triplet Thirty Second,1,[17]
1452510,1455582,1,55,35.4416666667,0.1,Triplet Thirty Second,1,[17]
1454558,1477086,1,67,35.5125,0.5,Eighth,1,[17]
1455582,1459678,1,57,35.5333333333,0.1,Triplet Thirty Second,1,[17]
1459166,1464798,1,55,35.625,0.1,Triplet Thirty Second,1,[17]
1464286,1468894,1,57,35.7166666667,0.1,Triplet Thirty Second,1,[17]
1468894,1472990,1,55,35.8083333333,0.1,Triplet Thirty Second,1,[17]
1472990,1477086,1,57,35.9,0.1,Triplet Thirty Second,1,[17]
1476062,1480158,1,55,35.9916666667,0.1,Triplet Thirty Second,1,[17]
1477086,1518557,1,61,36.0125,1.0,Quarter,1,"[17, 18]"
1479645,1531358,1,57,36.075,1.25,Tied Quarter-Sixteenth,1,"[17, 18]"
1497054,1520606,1,69,36.55,0.5,Eighth,1,"[17, 18]"
1518557,1538014,1,62,37.0125,0.5,Eighth,1,[18]
1520606,1539550,1,71,37.05,0.5,Eighth,1,[18]
1531358,1540574,1,55,37.325,0.25,Sixteenth,1,[18]
1538014,1555934,1,64,37.5125,0.5,Eighth,1,[18]
1539550,1559518,1,73,37.55,0.5,Eighth,1,[18]
1540574,1548766,1,53,37.575,0.25,Sixteenth,1,[18]
1548766,1560542,1,52,37.825,0.25,Sixteenth,1,[18]
1555934,1594334,1,57,38.0125,0.991666666667,Quarter,1,"[18, 19]"
1559518,1577438,1,74,38.05,0.5,Eighth,1,[18]
1560542,1568734,1,55,38.075,0.25,Sixteenth,1,[18]
1568734,1578462,1,53,38.325,0.25,Sixteenth,1,[18]
1577438,1596893,1,71,38.55,0.5,Eighth,1,"[18, 19]"
1578462,1586654,1,52,38.575,0.25,Sixteenth,1,[18]
1586654,1597918,1,50,38.825,0.25,Sixteenth,1,"[18, 19]"
1596893,1608669,1,73,39.05,0.25,Sixteenth,1,[19]
1597918,1619934,1,52,39.075,0.5,Eighth,1,[19]
1608669,1618910,1,69,39.3,0.25,Sixteenth,1,[19]
1617374,1635806,1,64,39.5125,0.5,Eighth,1,[19]
1618910,1627102,1,68,39.55,0.25,Sixteenth,1,[19]
1619934,1638366,1,49,39.575,0.5,Eighth,1,[19]
1627102,1637342,1,69,39.8,0.25,Sixteenth,1,[19]
1635806,1658845,1,62,40.0125,0.5,Eighth,1,[19]
1637342,1671646,1,77,40.05,0.75,Dotted Eighth,1,[19]
1638366,1663965,1,50,40.075,0.5,Eighth,1,[19]
1658845,1678814,1,61,40.5125,0.5,Eighth,1,"[19, 20]"
1663965,1681373,1,52,40.575,0.5,Eighth,1,"[19, 20]"
1678814,1695710,1,59,41.0125,0.5,Eighth,1,[20]
1680350,1683934,1,74,41.05,0.1,Triplet Thirty Second,1,[20]
1681373,1698782,1,53,41.075,0.5,Eighth,1,[20]
1683422,1685470,1,76,41.1416666667,0.1,Triplet Thirty Second,1,[20]
1685470,1688542,1,74,41.2333333333,0.1,Triplet Thirty Second,1,[20]
1688542,1692637,1,76,41.325,0.1,Triplet Thirty Second,1,[20]
1692637,1696222,1,74,41.4166666667,0.1,Triplet Thirty Second,1,[20]
1695710,1699806,1,76,41.5083333333,0.1,Triplet Thirty Second,1,[20]
1695710,1714653,1,62,41.5125,0.5,Eighth,1,[20]
1698782,1717214,1,50,41.575,0.5,Eighth,1,[20]
1699294,1702878,1,74,41.6,0.1,Triplet Thirty Second,1,[20]
1702878,1706462,1,76,41.6916666667,0.1,Triplet Thirty Second,1,[20]
1706462,1710558,1,74,41.7833333333,0.1,Triplet Thirty Second,1,[20]
1710046,1713630,1,76,41.875,0.1,Triplet Thirty Second,1,[20]
1713118,1716702,1,74,41.9666666667,0.1,Triplet Thirty Second,1,[20]
1714653,1725406,1,61,42.0125,0.25,Sixteenth,1,[20]
1716190,1736158,1,76,42.05,0.5,Eighth,1,[20]
1717214,1756638,1,57,42.075,1.0,Quarter,1,[20]
1725406,1734622,1,64,42.2625,0.25,Sixteenth,1,[20]
1734622,1743838,1,65,42.5125,0.25,Sixteenth,1,[20]
1736158,1765341,1,81,42.55,0.75,Dotted Eighth,1,"[20, 21]"
1743838,1753054,1,64,42.7625,0.25,Sixteenth,1,[20]
1753054,1791966,1,57,43.0125,1.0,Quarter,1,"[20, 21]"
1756638,1777118,1,54,43.075,0.5,Eighth,1,"[20, 21]"
1765341,1776093,1,79,43.3,0.25,Sixteenth,1,[21]
1776093,1785310,1,78,43.55,0.25,Sixteenth,1,[21]
1777118,1795038,1,52,43.575,0.5,Eighth,1,[21]
1785310,1793502,1,76,43.8,0.25,Sixteenth,1,[21]
1791966,1830878,1,60,44.0125,1.0,Quarter,1,[21]
1793502,1803230,1,79,44.05,0.25,Sixteenth,1,[21]
1795038,1814494,1,50,44.075,0.5,Eighth,1,[21]
1803230,1813470,1,78,44.3,0.25,Sixteenth,1,[21]
1813470,1823198,1,76,44.55,0.25,Sixteenth,1,[21]
1814494,1833438,1,54,44.575,0.5,Eighth,1,[21]
1823198,1832413,1,74,44.8,0.25,Sixteenth,1,[21]
1830878,1843165,1,58,45.0125,0.25,Sixteenth,1,[21]
1832413,1845214,1,75,45.05,0.25,Sixteenth,1,[21]
1833438,1874398,1,55,45.075,1.0,Quarter,1,"[21, 22]"
1843165,1853918,1,62,45.2625,0.25,Sixteenth,1,"[21, 22]"
1845214,1855454,1,84,45.3,0.25,Sixteenth,1,"[21, 22]"
1853918,1861598,1,63,45.5125,0.25,Sixteenth,1,[22]
1855454,1873374,1,82,45.55,0.5,Eighth,1,[22]
1861598,1871838,1,62,45.7625,0.25,Sixteenth,1,[22]
1871838,1911774,1,59,46.0125,1.0,Quarter,1,[22]
1874398,1893341,1,56,46.075,0.5,Eighth,1,[22]
1883102,1892318,1,81,46.3,0.25,Sixteenth,1,[22]
1892318,1902046,1,80,46.55,0.25,Sixteenth,1,[22]
1893341,1914334,1,54,46.575,0.5,Eighth,1,[22]
1902046,1913310,1,78,46.8,0.25,Sixteenth,1,[22]
1911774,1969630,1,64,47.0125,1.5,Dotted Quarter,1,"[22, 23]"
1913310,1921501,1,81,47.05,0.25,Sixteenth,1,[22]
1914334,1931230,1,52,47.075,0.5,Eighth,1,[22]
1921501,1930206,1,80,47.3,0.25,Sixteenth,1,[22]
1930206,1940446,1,78,47.55,0.25,Sixteenth,1,"[22, 23]"
1931230,1951198,1,56,47.575,0.5,Eighth,1,"[22, 23]"
1940446,1950174,1,76,47.8,0.25,Sixteenth,1,[23]
1950174,1962974,1,74,48.05,0.25,Sixteenth,1,[23]
1951198,1972189,1,57,48.075,0.5,Eighth,1,[23]
1962974,1971166,1,72,48.3,0.25,Sixteenth,1,[23]
1971166,1980382,1,71,48.55,0.25,Sixteenth,1,[23]
1972189,1991134,1,45,48.575,0.5,Eighth,1,[23]
1980382,1988573,1,72,48.8,0.208333333333,Sixteenth,1,[23]
1990622,1998302,1,72,49.0625,0.25,Sixteenth,1,[23]
1991134,2009566,1,47,49.075,0.5,Eighth,1,[23]
1998302,2009054,1,71,49.3125,0.25,Sixteenth,1,[23]
2009054,2018270,1,69,49.5625,0.25,Sixteenth,1,[23]
2009566,2030558,1,48,49.575,0.5,Eighth,1,"[23, 24]"
2018270,2027997,1,71,49.8125,0.208333333333,Sixteenth,1,[23]
2030558,2041310,1,71,50.075,0.25,Sixteenth,1,[24]
2030558,2051038,1,50,50.075,0.5,Eighth,1,[24]
2041310,2051038,1,69,50.325,0.25,Sixteenth,1,[24]
2051038,2068958,1,47,50.575,0.5,Eighth,1,[24]
2051038,2060254,1,68,50.575,0.25,Sixteenth,1,[24]
2060254,2068958,1,69,50.825,0.25,Sixteenth,1,[24]
2068958,2080734,1,49,51.075,0.25,Sixteenth,1,[24]
2068958,2120670,1,67,51.075,1.25,Tied Quarter-Sixteenth,1,"[24, 25]"
2080734,2092510,1,45,51.325,0.25,Sixteenth,1,[24]
2089437,2107358,1,57,51.5125,0.5,Eighth,1,[24]
2092510,2101726,1,44,51.575,0.25,Sixteenth,1,[24]
2101726,2109918,1,45,51.825,0.25,Sixteenth,1,[24]
2107358,2127326,1,59,52.0125,0.5,Eighth,1,"[24, 25]"
2109918,2148830,1,53,52.075,0.991666666667,Quarter,1,"[24, 25]"
2120670,2129886,1,65,52.325,0.25,Sixteenth,1,[25]
2127326,2145758,1,61,52.5125,0.5,Eighth,1,[25]
2129886,2140126,1,64,52.575,0.25,Sixteenth,1,[25]
2140126,2147806,1,65,52.825,0.208333333333,Sixteenth,1,[25]
2145758,2165214,1,62,53.0125,0.5,Eighth,1,[25]
2149342,2152414,1,50,53.075,0.1,Triplet Thirty Second,1,[25]
2149342,2159582,1,65,53.0875,0.25,Sixteenth,1,[25]
2152414,2157534,1,52,53.1666666667,0.1,Triplet Thirty Second,1,[25]
2156510,2160606,1,50,53.2583333333,0.1,Triplet Thirty Second,1,[25]
2159582,2168798,1,64,53.3375,0.25,Sixteenth,1,[25]
2160094,2163166,1,52,53.35,0.1,Triplet Thirty Second,1,[25]
2163166,2166750,1,50,53.4416666667,0.1,Triplet Thirty Second,1,[25]
2165214,2186206,1,59,53.5125,0.5,Eighth,1,[25]
2166750,2170846,1,52,53.5333333333,0.1,Triplet Thirty Second,1,[25]
2168798,2180062,1,62,53.5875,0.25,Sixteenth,1,[25]
2170334,2174430,1,50,53.625,0.1,Triplet Thirty Second,1,[25]
2173918,2179038,1,52,53.7166666667,0.1,Triplet Thirty Second,1,[25]
2179038,2182622,1,50,53.8083333333,0.1,Triplet Thirty Second,1,[25]
2180062,2187742,1,69,53.8375,0.208333333333,Sixteenth,1,[25]
2182622,2186206,1,52,53.9,0.1,Triplet Thirty Second,1,[25]
2185694,2189278,1,50,53.9916666667,0.1,Triplet Thirty Second,1,[25]
2186206,2194398,1,60,54.0125,0.25,Sixteenth,1,[25]
2188766,2206686,1,52,54.075,0.5,Eighth,1,"[25, 26]"
2189278,2355678,1,69,54.1,4.25,Whole,1,"[25, 26, 27]"
2194398,2204126,1,57,54.2625,0.25,Sixteenth,1,[25]
2204126,2214366,1,56,54.5125,0.25,Sixteenth,1,"[25, 26]"
2206686,2224606,1,53,54.575,0.5,Eighth,1,[26]
2214366,2222046,1,57,54.7625,0.25,Sixteenth,1,[26]
2222046,2251742,1,65,55.0125,0.75,Dotted Eighth,1,[26]
2224606,2234334,1,52,55.075,0.25,Sixteenth,1,[26]
2234334,2244574,1,50,55.325,0.25,Sixteenth,1,[26]
2244574,2254814,1,48,55.575,0.25,Sixteenth,1,[26]
2254814,2262494,1,50,55.825,0.208333333333,Sixteenth,1,[26]
2261470,2265054,1,62,56.0125,0.0916666666667,Triplet Thirty Second,1,[26]
2264030,2272222,1,50,56.0875,0.25,Sixteenth,1,[26]
2265054,2268126,1,64,56.1041666667,0.1,Triplet Thirty Second,1,[26]
2268126,2270686,1,62,56.1958333333,0.1,Triplet Thirty Second,1,[26]
2270174,2274270,1,64,56.2875,0.1,Triplet Thirty Second,1,[26]
2272222,2283486,1,48,56.3375,0.25,Sixteenth,1,[26]
2273758,2277854,1,62,56.3791666667,0.1,Triplet Thirty Second,1,[26]
2277854,2281438,1,64,56.4708333333,0.1,Triplet Thirty Second,1,[26]
2281438,2286558,1,62,56.5625,0.1,Triplet Thirty Second,1,[26]
2283486,2292702,1,47,56.5875,0.25,Sixteenth,1,[26]
2286046,2290142,1,64,56.6541666667,0.1,Triplet Thirty Second,1,[26]
2289630,2293214,1,62,56.7458333333,0.1,Triplet Thirty Second,1,"[26, 27]"
2292702,2301918,1,48,56.8375,0.208333333333,Sixteenth,1,"[26, 27]"
2292702,2297310,1,64,56.8375,0.1,Triplet Thirty Second,1,"[26, 27]"
2297310,2301406,1,62,56.9291666667,0.1,Triplet Thirty Second,1,[27]
2299870,2324446,1,64,57.0125,0.5,Eighth,1,[27]
2305502,2327006,1,48,57.1,0.5,Eighth,1,[27]
2324446,2344414,1,65,57.5125,0.5,Eighth,1,[27]
2327006,2347486,1,50,57.6,0.5,Eighth,1,[27]
2344414,2347998,1,59,58.0125,0.1,Triplet Thirty Second,1,[27]
2347486,2363870,1,52,58.1,0.5,Eighth,1,[27]
2347998,2350558,1,60,58.1041666667,0.1,Triplet Thirty Second,1,[27]
2350558,2354142,1,59,58.1958333333,0.1,Triplet Thirty Second,1,[27]
2353630,2356702,1,60,58.2875,0.1,Triplet Thirty Second,1,[27]
2355678,2363870,1,75,58.35,0.25,Sixteenth,1,[27]
2356190,2359774,1,59,58.3791666667,0.1,Triplet Thirty Second,1,[27]
2359774,2362846,1,60,58.4708333333,0.1,Triplet Thirty Second,1,[27]
2362846,2366430,1,59,58.5625,0.1,Triplet Thirty Second,1,[27]
2363870,2373598,1,76,58.6,0.25,Sixteenth,1,[27]
2363870,2383838,1,50,58.6,0.5,Eighth,1,"[27, 28]"
