Coefficients,Instruments
2.1052146,
11.561236,
110.81191,3;1
109.462685,3;1
106.43106,3;1
103.12947,3;1
99.949585,3;1
98.01875,3;1
96.100296,3;1
94.35704,3;1
93.98047,3;1
93.869705,3;1
93.2151,1
92.01412,1
90.4841,1
88.2626,1
86.70514,1
85.51193,1
83.179306,1
80.21422,1
78.02348,1
77.256065,1
77.26206,1
77.316345,1
77.74883,1
77.73959,1
77.045135,1
77.04202,1
77.45402,1
77.28644,1
75.94137,1
74.607315,1
73.715515,1
73.29927,1
72.84852,1
71.912186,1
72.09744,1
72.64673,1
71.93564,1
70.9785,1
70.520706,1
70.024826,1
69.06409,1
67.4521,1
66.19479,1
67.14885,1
73.70292,1
80.699455,1
84.84552,1
85.89653,1
85.16271,1
84.120766,1
82.43463,1
79.57231,1
77.5318,1
77.44769,1
77.934944,1
78.18294,1
77.74898,1
76.36974,1
74.188194,1
71.60895,1
70.22749,1
70.07983,1
70.11573,1
70.51547,1
70.2281,1
69.2403,1
68.55911,1
68.41217,1
68.06168,1
67.96225,1
68.269226,1
68.187904,1
67.16005,1
65.13626,1
63.063896,1
61.601753,1
60.494034,1
59.525036,1
59.57659,1
59.846085,1
59.57833,1
58.08103,1
57.863686,1
67.42015,1
79.84534,1
89.78923,1
96.644714,1
99.4357,1
98.770805,1
96.59835,1
94.54335,1
92.54855,1
91.16334,1
90.8111,1
90.66646,1
90.03293,1
89.113434,1
88.13447,1
87.3624,1
86.90163,1
86.32097,1
85.215744,1
83.64099,1
82.34068,1
82.149124,1
81.67429,1
80.44922,1
78.56901,1
76.937294,1
76.42284,1
76.637825,1
78.146355,1
79.06819,1
78.401535,1
76.883026,1
76.073746,1
74.99322,1
73.53389,1
72.02742,1
71.83878,1
72.270584,1
71.73959,1
70.14592,1
68.49661,1
68.07289,1
72.862946,1
82.07126,1
92.08174,1
99.23959,1
101.36253,1
99.04079,1
95.077576,1
93.02745,1
92.995834,1
92.71766,1
91.528114,1
89.65889,1
87.87148,1
87.23042,1
87.85603,1
87.86098,1
86.244095,1
83.926216,1
83.07536,1
82.86278,1
81.88985,1
81.30729,1
80.8602,1
80.03566,1
79.010544,1
78.17725,1
78.631546,1
78.60518,1
77.69464,1
76.511345,1
75.95496,1
76.351746,1
77.6028,1
78.0343,1
77.43907,1
76.63693,1
76.56123,1
75.93215,1
74.4405,1
73.14609,1
73.219376,1
74.22072,1
74.30472,1
73.28608,1
71.88847,1
71.44888,1
71.21924,1
70.42962,1
69.061485,1
68.20449,1
67.75851,1
67.62625,1
68.18088,1
69.22455,1
69.72583,1
82.135284,
99.73465,1
112.77388,1
121.471466,1
124.63275,1
121.596985,1
114.36549,1
107.43152,1
101.74322,1
97.82103,1
95.54343,1
94.60101,1
93.82146,1
92.56947,1
91.28723,1
90.53224,1
90.94379,1
92.51532,1
93.31801,1
92.42492,1
89.551315,1
86.41393,1
83.50874,1
80.78792,1
78.855896,1
78.22647,1
78.205215,1
77.90967,1
77.00986,1
75.034645,1
74.14608,1
74.73436,1
74.645065,1
73.818054,1
73.67447,1
73.69209,1
73.227036,1
71.67624,1
69.336105,1
68.261475,1
68.46621,1
69.20121,1
70.98911,1
72.33836,1
71.59898,1
70.076324,1
68.67795,1
68.5081,1
68.31112,1
67.2834,1
65.831314,1
65.18404,1
81.288956,1
102.376236,1
116.71604,1
124.27148,1
126.856735,1
125.4377,1
121.11951,1
116.67555,1
113.48522,1
112.37714,1
112.09534,1
111.43675,1
110.18334,1
108.28617,1
107.622284,1
107.660706,1
107.575424,1
107.25925,1
106.15172,1
104.02759,1
102.07952,1
101.3525,1
100.87645,1
100.13115,1
100.187744,1
99.80288,1
98.507614,1
96.84534,1
94.58269,1
91.74606,1
89.661804,1
88.57617,1
87.85672,1
88.10162,1
88.67549,1
88.07196,1
86.38822,1
84.91426,1
84.54442,1
84.54094,1
83.938156,1
90.0981,1
107.695206,1
120.21157,
125.8808,
128.03554,
127.387314,
124.134995,1
120.662964,1
117.47473,1
115.14536,1
113.87106,1
113.49523,1
113.26735,1
112.62323,1
110.58234,1
108.33069,1
106.46991,1
106.00878,1
105.20882,1
103.65367,1
102.35249,1
101.478745,1
100.209145,1
98.6889,1
97.677185,1
96.71094,1
96.27721,1
96.35867,1
97.00651,1
97.26505,1
96.37943,1
94.884155,1
93.658966,1
92.92349,1
91.84529,1
90.992355,1
91.351395,1
92.02067,1
92.976746,1
94.002594,1
94.380066,1
93.81128,1
100.38577,1
112.53646,1
123.47105,1
130.4791,1
132.77151,1
131.06046,1
126.8636,1
123.991684,1
123.49709,1
123.67091,1
123.78899,1
123.38382,1
122.35849,1
121.03283,
119.793205,1
119.87923,1
120.56244,1
119.71943,1
117.9827,1
117.13243,1
116.94739,1
117.71951,1
117.96658,1
116.42045,1
114.671844,1
114.12413,1
113.085495,1
111.0274,1
109.81739,1
110.16965,1
110.086136,1
108.37257,1
106.64671,1
105.435776,1
104.34653,1
102.70055,1
101.04172,1
100.8603,1
101.130844,1
100.90802,1
100.334915,1
100.090805,1
100.49624,1
100.68198,1
100.4931,1
99.846375,1
99.44672,1
98.75868,1
98.98619,1
99.081055,1
98.1138,1
97.11948,1
97.89662,1
99.090965,1
99.50374,1
98.90349,1
99.033646,1
106.03877,1
113.11609,1
117.188225,1
119.08827,
120.276566,
121.13884,
121.06117,3;1
119.94302,3;1
118.1429,3;1
116.66363,3;1
115.52922,3;1
114.84936,3;1
114.35722,3;1
112.71765,3;1
109.9635,3;1
108.10286,3;1
108.23049,3;1
109.10983,3;1
109.92079,3;1
109.02226,3;1
106.16347,3;1
102.95793,3;1
101.05574,3;1
100.31921,3;1
100.105545,3;1
99.98558,3;1
99.29321,3;1
98.021484,3;1
96.6453,3;1
95.87557,3;1
95.10188,3;1
94.044014,3;1
93.52711,3;1
94.39075,3;1
95.8371,3;1
96.06055,3;1
95.5331,3;1
94.51207,3;1
94.17426,3;1
95.429405,3;1
97.0585,3;1
98.505325,3;1
99.19571,3;1
98.290405,3;1
97.00809,3;1
98.86195,3;1
102.926094,3;1
106.46995,3;1
106.98625,3;1
104.76723,3;1
102.12962,3;1
102.44064,3;1
103.81917,3;1
104.078094,3;1
102.914185,3;1
101.72412,3;1
100.84247,3;1
99.61563,3;1
98.58809,3;1
97.25011,3;1
95.52167,3;1
95.339386,3;1
95.75801,3;1
95.806305,3;1
95.341515,3;1
94.437904,3;1
93.624344,3;1
93.434784,3;1
93.068375,3;1
92.14612,3;1
90.73804,3;1
90.479675,3;1
90.98456,3;1
91.39151,3;1
90.39389,3;1
88.91661,3;1
89.53784,3;1
91.7152,3;1
93.62961,3;1
93.9347,3;1
92.54889,3;1
90.45715,3;1
88.03424,3;1
85.9044,3;1
83.735535,3;1
81.65378,3;1
80.25072,3;1
80.17821,3;1
82.93436,3;1
89.039894,3;1
95.485794,3;1
98.55736,3;1
98.15506,3;1
96.366486,3;1
94.72183,3;1
93.313156,3;1
91.76791,3;1
92.18538,3;1
93.89568,3;1
95.472946,3;1
95.656815,3;1
95.1269,3;1
94.469574,3;1
94.24286,3;1
94.18945,3;1
93.51845,3;1
92.70635,3;1
92.59413,3;1
92.553955,3;1
93.24045,3;1
94.221146,3;1
94.94799,3;1
94.42781,3;1
93.91718,3;1
93.46991,3;1
93.155304,3;1
92.51482,3;1
91.757706,3;1
91.60399,3;1
91.837006,3;1
92.61565,3;1
93.28195,3;1
93.310036,3;1
92.13256,3;1
90.665054,3;1
89.53041,3;1
89.316574,3;1
89.55153,3;1
90.23459,3;1
90.39637,3;1
89.845955,3;1
88.73433,3;1
87.496765,3;1
87.33624,3;1
89.772125,3;1
97.02789,3;1
104.71654,3;1
108.83057,3;1
109.027054,3;1
107.07667,3;1
105.93258,3;1
105.94486,3;1
104.995346,3;1
102.89795,3;1
100.08331,3;1
97.743835,3;1
96.83582,3;1
96.83111,3;1
98.49533,3;1
100.55125,3;1
101.26488,3;1
101.11998,3;1
100.63689,3;1
100.38757,3;1
101.06649,3;1
101.31856,3;1
100.44685,3;1
99.01828,3;1
97.5694,3;1
96.00749,3;1
94.343864,3;1
92.68076,3;1
90.78496,3;1
89.73906,3;1
89.176636,3;1
89.88783,3;1
91.657005,3;1
93.45444,3;1
93.07991,3;1
90.9987,3;1
89.53357,3;1
89.36623,3;1
89.71437,3;1
89.44479,3;1
87.553925,3;1
85.07626,3;1
83.66827,3;1
82.98981,3;1
82.202065,3;1
81.86458,3;1
81.51155,3;1
81.68978,3;1
82.68373,3;1
83.830246,3;1
86.1581,3;1
94.51134,3;1
102.87594,3;1
108.59815,3;1
112.176025,3;1
114.25227,3;1
115.336334,3;1
116.9359,3;1
117.05313,3;1
115.347015,3;1
112.846695,3;1
110.02893,3;1
107.5092,3;1
106.61261,3;1
108.092896,3;1
110.63636,3;1
112.59299,3;1
112.65739,3;1
110.47171,3;1
108.405914,3;1
106.645355,3;1
104.7363,3;1
102.691635,3;1
101.138565,3;1
100.048996,3;1
99.66929,3;1
98.88481,3;1
97.00546,3;1
94.86132,3;1
93.8786,3;1
93.84197,3;1
93.98751,3;1
93.73001,3;1
92.179085,3;1
90.44552,3;1
90.27682,3;1
90.927826,3;1
91.39652,3;1
91.59721,3;1
90.23109,3;1
87.373505,3;1
84.950134,3;1
84.81412,3;1
84.653305,3;1
83.732376,3;1
82.88205,3;1
83.34957,3;1
84.944466,3;1
86.59781,3;1
86.99304,3;1
87.29424,3;1
87.63692,3;1
90.91351,3;1
98.80012,3;1
106.3815,3;1
109.811935,3;1
108.93132,3;1
106.370346,3;1
104.471924,3;1
104.32564,3;1
103.85556,3;1
102.82988,3;1
102.36889,3;1
102.27073,3;1
101.93512,3;1
101.66829,3;1
102.40823,3;1
102.76077,3;1
102.40817,3;1
101.9155,3;1
101.3309,3;1
100.52794,3;1
99.690254,3;1
99.27016,3;1
98.781944,3;1
97.85712,3;1
96.371376,3;1
95.109665,3;1
94.91389,3;1
94.950226,3;1
93.89363,3;1
91.70436,3;1
90.54138,3;1
91.15271,3;1
92.24251,3;1
92.66838,3;1
92.12705,3;1
91.77916,3;1
91.879715,3;1
92.45285,3;1
94.72931,3;1
96.61426,3;1
95.867905,3;1
93.02679,3;1
90.24217,3;1
88.22916,3;1
88.43309,3;1
92.11897,3;1
98.73573,3;1
103.28346,3;1
103.947525,3;1
102.722244,3;1
100.76517,3;1
99.132416,3;1
99.0771,3;1
99.454575,3;1
100.13661,3;1
101.273575,3;1
105.04672,3;1
112.74155,3;1
121.465866,3;1
127.6345,3;1
130.39299,3;1
129.74612,3;1
126.70517,3;1
123.25114,3;1
121.55838,3;1
121.04602,3;1
121.25708,3;1
121.43959,3;1
120.58104,3;1
118.52333,3;1
116.228424,3;1
114.370575,3;1
113.36394,3;1
114.08259,3;1
115.53022,3;1
119.9436,3;1
125.84445,3;1
130.29556,3;1
132.25998,3;1
131.17827,3;1
128.02289,3;1
124.806915,3;1
123.178925,3;1
122.437195,3;1
122.384445,3;1
125.07232,3;1
128.99644,3;1
131.10396,3;1
129.75458,3;1
125.78276,3;1
121.89729,3;1
119.45073,3;1
122.65986,3;1
128.5695,3;1
131.69708,3;1
131.199,3;1
128.16632,3;1
126.058655,3;1
126.517166,3;1
126.01279,3;1
128.57092,3;1
137.55777,3;1
144.44727,3;1
146.78741,3;1
145.23416,3;1
141.27634,3;1
138.3407,3;1
139.85565,3;1
142.44162,3;1
143.12604,3;1
143.19815,3;1
143.19447,3;1
143.23209,3;1
143.35037,3;1
143.1398,3;1
142.07886,3;1
139.7543,3;1
137.1323,3;1
135.89099,3;1
133.13419,3;1
128.771,3;1
127.3365,3;1
129.28525,3;1
134.68015,3;1
141.69951,3;1
146.40009,3;1
146.11862,3;1
142.2564,3;1
138.7557,3;1
137.30609,3;1
137.16455,3;1
136.89146,3;1
135.98328,3;1
134.82973,3;1
133.9166,3;1
132.4624,3;1
130.30377,3;1
127.9088,3;1
127.361664,3;1
128.15866,3;1
129.2831,3;1
130.14806,3;1
130.68185,3;1
135.77446,3;1
143.8655,3;1
148.22755,3;1
150.41388,3;1
150.09106,3;1
147.38293,3;1
143.0574,3;1
139.00763,3;1
137.65347,3;1
139.15295,3;1
139.85751,3;1
139.58435,3
139.0675,3;1
137.23157,3;1
134.21503,3;1
132.46317,3;1
131.46542,3;1
129.58856,3;1
127.75687,3;1
126.35234,3;1
124.35365,3;1
123.16524,3;1
123.2175,3;1
123.00435,3;1
123.172806,3;1
123.7245,3;1
122.78383,3;1
120.40372,3;1
117.8853,3;1
116.320786,3;1
116.11385,3;1
115.57694,3;1
115.34907,3;1
115.802475,3;1
116.29231,3;1
116.99337,3;1
116.69421,3;1
115.555435,3;1
115.09279,3;1
115.608345,3;1
114.561325,3;1
113.1018,3;1
112.14128,3;1
111.89345,3;1
110.82855,3;1
109.873695,3;1
109.28847,3;1
108.33466,3;1
107.0513,3;1
105.6486,3;1
104.720825,3;1
106.21808,3;1
109.87109,3;1
114.18233,3;1
116.17561,3;1
114.18303,3;1
110.26087,3;1
107.94536,3;1
107.950386,3;1
108.489685,3;1
109.23862,3;1
109.47104,3;1
109.68766,3;1
109.95607,3;1
109.36357,3;1
107.5103,3;1
105.22919,3;1
103.13211,3;1
100.963554,3;1
99.43712,3;1
98.62582,3;1
98.16742,3;1
97.50342,3;1
98.06444,3;1
99.93188,3;1
101.593994,3;1
102.31046,3;1
102.59865,3;1
101.66,3;1
99.27623,3;1
96.05603,3;1
92.41069,3;1
92.15068,3;1
93.644714,3;1
94.76979,3;1
95.30484,3;1
94.87305,3;1
94.08331,3;1
93.43561,3;1
92.72444,3;1
92.276665,3;1
92.25299,3;1
92.77202,3;1
94.17193,3;1
95.65578,3;1
95.714615,3;1
98.50043,3;1
106.417595,3;1
113.81714,3;1
118.42613,3;1
122.201126,3;1
125.20747,
127.44696,
128.56438,3;1
127.96681,3;1
125.81554,3;1
122.95772,3;1
120.65944,3;1
118.82709,3;1
116.39879,3;1
113.97285,3;1
112.56622,3;1
111.69617,3;1
111.30362,3;1
110.25183,3;1
108.88292,3;1
108.11245,3;1
107.7474,3;1
107.78202,3;1
107.611496,3;1
107.2441,3;1
106.559616,3;1
105.36629,3;1
103.6514,3;1
102.385796,3;1
101.083916,3;1
100.61708,3;1
100.23491,3;1
99.316246,3;1
98.20584,3;1
97.214165,3;1
97.40879,3;1
98.36492,3;1
98.5902,3;1
97.40849,3;1
96.23139,3;1
95.76247,3;1
95.5157,3;1
96.70487,3;1
104.091675,3;1
113.23996,3;1
120.30022,3;1
123.42645,3;1
123.14561,3;1
120.79205,3;1
118.88922,3;1
118.071236,3;1
117.20031,3;1
115.430374,3;1
112.53122,3;1
109.4736,3;1
107.137054,3;1
105.44768,3;1
104.19899,3;1
103.2296,3;1
102.34993,3;1
101.97001,3;1
101.55794,3;1
101.16327,3;1
101.2063,3;1
101.83356,3;1
102.72307,3;1
103.116394,3;1
102.35678,3;1
100.42383,3;1
97.6642,3;1
95.202225,3;1
93.59631,3;1
93.146614,3;1
93.47476,3;1
93.74811,3;1
93.95523,3;1
94.28551,3;1
94.96554,3;1
95.711685,3;1
96.10199,3;1
96.195915,3;1
96.192085,3;1
96.189095,3;1
96.45323,3;1
96.103775,3;1
95.40643,3;1
95.02649,3;1
94.91094,3;1
94.57083,3;1
95.67763,3;1
110.153595,3;1
121.83592,3;1
128.33443,
133.33969,3;1
136.0279,3;1
135.89572,3;1
133.92453,3;1
131.15411,3;1
128.82571,3;1
127.214645,3;1
125.97327,3;1
123.72332,3;1
121.658195,3;1
120.78912,3;1
121.338684,3;1
122.22711,3;1
122.250114,3;1
121.15512,3;1
118.37352,3;1
115.03377,3;1
113.95033,3;1
114.183014,3;1
113.62452,3;1
112.38858,3;1
111.0913,3;1
110.06439,3;1
109.25943,3;1
109.20769,3;1
109.61562,3;1
109.9394,3;1
109.11514,3;1
106.68473,3;1
103.81734,3;1
102.377426,3;1
102.12866,3;1
101.64824,3;1
100.5142,3;1
99.40848,3;1
100.15236,3;1
102.688736,3;1
104.35903,3;1
104.33901,3;1
102.65494,3;1
99.58789,3;1
96.24731,3;1
94.148544,3;1
93.283356,3;1
97.18422,3;1
106.52989,3;1
116.049385,3;1
121.67857,3;1
123.022995,3;1
120.56343,3;1
117.72789,3;1
117.66239,3;1
117.16131,3;1
115.47437,3;1
112.81261,3;1
109.07295,3;1
107.1323,3;1
108.566414,3;1
110.46602,3;1
111.07721,3;1
110.70371,3;1
110.50867,3;1
110.42128,3;1
109.34457,3;1
106.86464,3;1
104.733574,3;1
103.394066,3;1
103.219696,3;1
103.34993,3;1
103.67489,3;1
104.71547,3;1
105.60115,3;1
106.09423,3;1
105.002045,3;1
102.26642,3;1
99.61969,3;1
98.29289,3;1
97.84837,3;1
96.865204,3;1
95.17114,3;1
94.39453,3;1
94.28659,3;1
94.287155,3;1
94.17196,3;1
94.01515,3;1
92.827515,3;1
91.87924,3;1
93.32323,3;1
97.32704,3;1
101.6031,3;1
104.32936,3;1
105.9247,3;1
106.27165,3;1
106.05731,3;1
106.46596,3;1
106.55002,3;1
111.04482,3;1
118.074,3;1
123.52959,
126.32976,3;1
127.530846,3;1
127.60232,3;1
127.29776,3;1
126.765564,3;1
125.47298,3;1
124.21541,3;1
123.44841,3;1
122.57124,3;1
121.35245,3;1
119.63715,3;1
119.276215,3;1
120.03601,3;1
119.46129,3;1
117.49577,3;1
115.03438,3;1
112.59525,3;1
111.34511,3;1
111.28073,3;1
110.93821,3;1
109.087845,3;1
106.95762,3;1
106.740265,3;1
106.88448,3;1
105.58827,3;1
103.06024,3;1
100.33838,3;1
99.47233,3;1
100.43608,3;1
100.742874,3;1
101.04828,3;1
101.26306,3;1
101.66518,3;1
101.53461,3;1
101.068954,3;1
100.72615,3;1
100.17116,3;1
99.06442,3;1
96.87632,3;1
94.18118,3;1
92.294235,3;1
91.91737,3;1
91.26611,3;1
90.12604,3;1
89.928665,3;1
92.79149,3;1
97.714615,3;1
102.11459,3;1
103.72603,3;1
102.23378,3;1
99.337364,3;1
96.66719,3;1
95.68674,3;1
95.4106,
94.29926,3;1
91.94046,3;1
90.167694,3;1
90.40515,3;1
92.734665,3;1
96.797806,3;1
100.79077,3;1
103.06106,3;1
102.7369,3;1
100.40585,3;1
98.30937,3;1
97.32445,3;1
96.577774,3;1
94.11693,3;1
90.201126,3;1
88.828,3;1
91.31711,3;1
94.26263,3;1
95.05228,3;1
93.73206,3;1
92.57295,3;1
93.830826,3;1
95.89128,3;1
96.62979,3;1
96.44989,3;1
96.36346,3;1
96.11159,3;1
95.12192,3;1
93.71197,3;1
91.30822,3;1
88.645065,3;1
91.70892,3;1
103.30229,3;1
110.96248,3;1
113.72859,3;1
113.45115,3;1
110.48598,3;1
106.69397,3;1
105.33423,3;1
104.67612,3;1
104.63973,3;1
105.43219,3;1
106.16997,3;1
107.126945,3;1
107.303665,3;1
106.180435,3;1
104.77608,3;1
104.30024,3;1
103.82085,3;1
103.13234,3;1
102.32845,3;1
101.15413,3;1
100.549255,3;1
99.01599,3;1
98.320724,3;1
98.08446,3;1
96.80321,3;1
96.42505,3;1
97.71654,3;1
99.069756,3;1
98.950424,3;1
98.32265,3;1
99.32391,3;1
99.902626,3;1
99.2113,3;1
98.69471,3;1
99.28493,3;1
102.95167,
113.615524,
121.854416,
125.59102,3;1
127.639786,3;1
129.26517,3;1
131.12581,3;1
132.45084,3;1
133.44066,3;1
135.36682,3;1
136.83052,3;1
137.06116,3;1
136.43349,3;1
136.0546,3;1
136.05432,3;1
135.83185,3;1
134.36394,3;1
132.52213,3;1
131.37238,3;1
130.49426,3;1
129.4038,3;1
128.50981,3;1
126.885254,3;1
124.700195,3;1
122.71231,3;1
120.599335,3;1
119.0108,3;1
118.687935,3;1
119.68862,3;1
120.37132,3;1
119.27351,3;1
116.46229,3;1
113.18976,3;1
110.77995,3;1
108.978226,3;1
108.99464,3;1
109.28169,3;1
109.22209,3;1
108.51253,3;1
107.41875,3;1
107.56749,3;1
108.40683,3;1
109.16835,3;1
110.015015,3;1
109.5674,3;1
107.22353,3;1
105.41948,3;1
108.01989,3;1
113.097755,3;1
117.25244,3;1
119.32782,3;1
118.79179,3;1
116.54309,3;1
114.968475,3;1
114.752365,3;1
114.74261,3;1
114.491066,3;1
114.14332,3;1
113.0389,3;1
111.411026,3;1
108.93111,3;1
105.973236,3;1
104.061356,3;1
103.17453,3;1
102.22595,3;1
100.7578,3;1
100.35857,3;1
101.25606,3;1
102.824875,3;1
103.9657,3;1
102.97188,3;1
100.275925,3;1
98.764595,3;1
99.16744,3;1
99.12255,3;1
98.75452,3;1
98.84006,3;1
98.913315,3;1
98.81904,3;1
97.90352,3;1
96.70038,3;1
97.54524,3;1
99.14755,3;1
99.56572,3;1
98.77869,3;1
98.13525,3;1
97.84511,3;1
97.22882,3;1
95.350876,3;1
92.582634,3;1
92.29552,3;1
97.68169,3;1
103.00775,3;1
104.532906,3;1
103.832596,3;1
102.6785,3;1
102.81557,3;1
104.57539,3;1
105.62862,3;1
106.504,3;1
106.75496,3;1
106.31526,3;1
106.13812,3;1
105.24686,3;1
103.80255,3;1
103.249825,3;1
103.61319,3;1
104.29992,3;1
104.88385,3;1
105.36426,3;1
105.97606,3;1
106.05367,3;1
105.22692,3;1
103.336945,3;1
100.20512,3;1
98.94508,3;1
99.224976,3;1
100.16414,3;1
99.72458,3;1
97.92103,3;1
95.189865,3;1
93.51787,3;1
94.13853,3;1
96.41925,3;1
98.85001,3;1
100.314575,3;1
100.50265,3;1
99.7332,3;1
98.67071,3;1
98.54805,3;1
98.63675,3;1
98.17012,3;1
97.111984,3;1
98.95119,3;1
107.34186,3;1
118.713776,3;1
127.22661,3;1
131.46443,3;1
132.15228,3;1
131.50523,3
131.14369,3;1
131.21548,3;1
130.90344,3;1
129.56854,3;1
127.46307,3;1
124.51039,3;1
121.99669,3;1
121.31288,3;1
121.62835,3;1
121.20108,3;1
119.10927,3;1
117.53195,3;1
116.70325,3;1
116.617004,3;1
116.49608,3;1
115.55461,3;1
114.22702,3;1
114.208565,3;1
114.338524,3;1
113.20974,3;1
112.10504,3;1
111.28603,3;1
110.16155,3;1
109.09102,3;1
107.74923,3;1
107.42034,3;1
108.27844,3;1
109.00809,3;1
108.9366,3;1
107.738815,3;1
106.09683,3;1
105.156876,3;1
104.72795,3;1
104.12463,3;1
102.83586,3;1
101.671875,3;1
101.536766,3;1
102.61357,3;1
104.45497,3;1
104.94768,3;1
103.24727,3;1
101.24705,3;1
100.38783,3;1
100.15456,3;1
100.08353,3;1
101.34426,3;1
106.79562,3;1
112.194,3;1
116.050285,3;1
118.78081,3;1
120.09284,3;1
120.94901,3;1
121.720184,3;1
120.42911,3;1
118.37381,3;1
116.962234,3;1
115.274994,3;1
113.827545,3;1
112.606995,3;1
111.79643,3;1
110.85829,3;1
109.93477,3;1
109.57228,3;1
109.15837,3;1
108.63428,3;1
108.49899,3;1
107.7155,3;1
105.5952,3;1
102.581924,3;1
100.32156,3;1
99.40701,3;1
100.01482,3;1
100.80017,3;1
100.594315,3;1
99.25153,3;1
97.149155,3;1
95.337616,3;1
94.205414,3;1
93.38254,3;1
92.74983,3;1
93.310234,3;1
93.878845,3;1
93.12724,3;1
91.01571,3;1
91.28917,3;1
92.655624,3;1
93.12631,3;1
92.78468,3;1
94.796585,3;1
100.49086,3;1
104.91922,3;1
105.78954,3;1
103.36019,3;1
100.568924,3;1
98.55344,3;1
98.088745,3;1
97.78387,3;1
96.772354,3;1
96.96357,3;1
98.31736,3;1
99.91504,3;1
100.28531,3;1
99.236046,3;1
96.91801,3;1
94.58619,3;1
92.02629,3;1
89.385445,3;1
87.44455,3;1
87.068085,3;1
87.17575,3;1
87.53403,3;1
87.95312,3;1
88.52435,3;1
88.63502,3;1
87.36076,3;1
84.85005,3;1
82.464714,3;1
80.09886,3;1
77.972046,3;1
77.000305,3;1
76.382324,3;1
75.6016,3;1
75.46879,3;1
76.25073,3;1
76.640045,3;1
75.95155,3;1
74.563194,3;1
73.39807,3;1
72.870895,3;1
72.32042,3;1
71.66084,3;1
70.74447,3;1
70.69014,3;1
71.996765,
78.066734,1
84.4337,1
88.37949,1
89.411026,1
88.05733,1
86.29936,1
85.98837,1
85.16017,1
84.26692,1
84.44922,1
84.358505,1
82.94194,1
81.54198,1
81.772385,1
82.74023,1
83.44005,1
84.01528,1
84.23976,1
84.53494,1
84.56157,1
