Coefficients,Instruments
17.80843,
31.00624,
124.2742,1;3
127.88388,1;3
132.42354,1;3
135.45113,1;3
136.0093,1;3
136.25531,1;3
137.7364,1;3
139.37408,1;3
139.09799,1;3
136.47699,1;3
132.33595,1;3
130.45403,1;3
131.23215,
131.3755,
131.08632,
132.13153,1;3
133.36111,1;3
134.53607,1;3
135.85088,1;3
137.80324,1;3
140.74686,1;3
144.26636,1;3
147.01445,1;3
147.42368,1;3
145.32874,1;3
140.9979,1;3
135.30882,1;3
130.39438,1;3
127.20647,1;3
126.562256,1;3
128.56644,1;3
130.62497,1;3
130.87091,1;3
130.65912,1;3
132.1943,1;3
134.53722,1;3
135.837,1;3
136.64322,1;3
137.90518,1;3
139.02979,1;3
139.81552,
139.47208,
138.49686,
134.0951,1;3
124.32341,1;3
116.72104,1;3
115.43663,1;3
118.17421,1;3
121.60208,1;3
124.41075,1;3
126.41966,1;3
127.76755,1;3
128.5334,1;3
128.07458,1;3
127.06566,1;3
125.92509,1;3
124.19968,1;3
122.364395,1;3
120.67554,1;3
120.90879,1;3
124.27611,1;3
128.45457,1;3
132.27264,1;3
137.6514,1;3
143.57324,1;3
148.06293,1;3
152.02226,
156.28726,
159.65005,
161.42694,
161.0148,
158.97874,
157.02211,
157.82707,
158.2048,
156.39445,
154.07703,
151.92273,1;3
150.99905,1;3
152.55888,1;3
157.21794,1;3
162.64154,1;3
165.94135,1;3
166.66913,1;3
166.78702,1;3
167.00046,
166.96594,
167.33463,
163.65579,
153.83102,
145.21503,
140.77725,
139.85347,1;3
142.28833,1;3
148.10153,1;3
156.34271,1;3
162.92422,1;3
164.27972,1;3
162.828,1;3
161.32527,
160.68326,
159.81827,
159.10709,
156.66534,
143.40019,
129.45276,1;3
123.68306,1;3
120.15512,1;3
117.371414,1;3
116.16902,1;3
117.0495,1;3
119.9892,1;3
120.825714,1;3
119.50233,1;3
118.083176,1;3
116.34801,1;3
114.83439,1;3
114.53473,1;3
113.82491,1;3
115.54472,1;3
117.04765,1;3
117.20707,1;3
118.84324,1;3
122.59393,1;3
125.75151,1;3
126.68728,1;3
127.912506,1;3
132.09833,1;3
137.08868,1;3
140.64055,1;3
143.55258,1;3
148.46994,1;3
154.9577,
159.23215,
160.60147,
155.61832,
146.93416,
140.90994,1;3
138.05113,1;3
136.12688,1;3
134.8357,1;3
133.54344,1;3
131.78073,1;3
129.74292,1;3
126.610855,1;3
123.05181,1;3
120.82153,1;3
120.19532,1;3
120.37509,1;3
119.905106,1;3
122.5355,1;3
128.24683,1;3
132.16226,1;3
134.5415,1;3
136.44315,1;3
137.5173,1;3
136.15952,1;3
133.01086,
132.1777,
134.5438,
137.39108,
139.07578,
139.60764,
138.68324,1;3
136.9504,1;3
133.19955,1;3
127.4857,1;3
123.41069,1;3
122.598495,1;3
122.621475,1;3
122.68032,1;3
122.631165,1;3
123.08063,1;3
124.21082,1;3
122.45005,1;3
119.094376,1;3
117.9191,1;3
119.291374,1;3
121.67637,1;3
124.06282,1;3
125.34295,1;3
127.35394,1;3
130.61237,1;3
136.00934,1;3
142.21095,
145.46143,
144.19177,
140.6565,
139.99347,
142.10725,
144.16095,1;3
145.06912,1;3
145.95251,1;3
147.63734,1;3
148.91536,1;3
148.28365,1;3
146.55972,1;3
146.38599,1;3
146.62444,1;3
145.63263,1;3
143.22797,1;3
139.81546,1;3
136.09421,1;3
132.54102,1;3
130.79836,1;3
130.999,1;3
131.62793,1;3
130.11044,1;3
127.20546,1;3
126.0175,1;3
127.90227,1;3
131.37381,1;3
135.32043,1;3
138.28998,1;3
139.88239,1;3
138.975,1;3
135.98926,1;3
132.9401,1;3
129.90656,1;3
128.92401,1;3
131.49176,
136.09299,
137.47995,
134.95624,
135.23526,
136.39099,1;3
133.49947,1;3
130.3537,1;3
129.00589,1;3
126.69789,1;3
123.480606,1;3
121.1501,1;3
121.210785,1;3
122.905045,1;3
122.293655,1;3
119.87167,1;3
120.487,1;3
123.225105,1;3
126.24995,1;3
129.50443,1;3
133.81757,1;3
137.73727,1;3
139.47603,1;3
139.294,1;3
139.21602,1;3
141.45871,1;3
144.25546,
145.00868,
145.57582,
147.22632,
149.94559,
151.5282,
150.1423,
145.8122,
142.10751,
143.52386,
147.80661,
152.99576,
158.75655,1;3
164.67332,1;3
169.66693,1;3
172.66006,1;3
174.1141,1;3
174.68887,1;3
176.28897,1;3
179.44395,1;3
181.76294,1;3
181.37285,3
179.6088,3
176.06262,3
168.48251,3
161.95322,3
157.21368,3
154.72552,3
153.56296,3
151.86359,3
148.52426,3
144.94662,3
144.22351,3
146.00156,3
147.03136,1;3
147.41339,1;3
149.792,1;3
152.7338,1;3
154.40796,1;3
156.37498,1;3
158.64886,1;3
159.01248,1;3
157.9295,1;3
157.63062,1;3
158.4559,3
158.98074,3
158.24728,3
157.6531,3
155.28609,3
151.91281,3
150.20299,3
150.56497,3
151.22595,3
151.59872,1;3
152.62875,1;3
154.21942,1;3
154.80841,1;3
153.04974,1;3
150.2547,1;3
148.15228,1;3
147.34778,1;3
147.82315,1;3
148.0777,1;3
147.81677,1;3
146.51323,1;3
143.27481,1;3
140.15955,1;3
138.9401,1;3
142.16074,1;3
148.3098,1;3
155.29391,1;3
160.27603,1;3
163.38681,1;3
165.83145,1;3
167.78857,1;3
168.37416,1;3
167.31729,1;3
165.6666,1;3
164.25266,1;3
164.7427,1;3
167.55328,1;3
170.1781,1;3
171.2891,1;3
171.13293,1;3
171.23195,1;3
171.6948,1;3
170.99284,1;3
169.6573,1;3
169.35315,1;3
170.77333,1;3
172.09386,1;3
172.99002,1;3
172.7923,1;3
171.83301,1;3
170.65315,1;3
169.36166,1;3
167.72812,1;3
164.598,1;3
160.99158,1;3
157.65796,1;3
153.95325,1;3
152.82675,1;3
155.08875,1;3
158.30608,1;3
159.37708,1;3
158.92119,1;3
158.21373,1;3
158.46484,1;3
161.04352,1;3
163.80444,1;3
165.26414,1;3
166.06348,1;3
166.90887,1;3
166.69562,1;3
165.07265,1;3
162.86813,1;3
160.80048,1;3
160.21692,1;3
161.35971,1;3
165.08368,1;3
170.26622,1;3
173.56567,1;3
173.0063,1;3
169.0841,1;3
165.00665,1;3
163.75009,1;3
164.01889,1;3
163.82234,1;3
162.78915,1;3
162.85695,1;3
165.70529,1;3
170.25784,1;3
175.7836,1;3
180.6807,1;3
183.6557,1;3
186.06165,
189.96724,
195.62546,
200.5029,
203.6933,
203.66162,
200.09106,
195.72366,
192.53735,
191.76184,
190.91928,
188.59964,1;3
185.37367,1;3
182.55093,1;3
179.47346,1;3
178.07922,1;3
178.56168,1;3
180.56952,1;3
183.13849,
185.82506,
187.62845,
187.2724,
186.31284,
184.32837,
181.1651,
177.38081,
175.09944,
174.08578,
173.68738,
174.63525,
176.01596,1;3
175.98367,1;3
175.53027,1;3
176.18723,1;3
178.63931,1;3
179.80273,1;3
178.53046,1;3
176.78539,
174.72055,
173.16446,
171.51953,
168.61685,
164.49092,
161.8931,
162.30022,
165.26425,1;3
170.31752,1;3
175.60783,1;3
179.61119,1;3
181.10612,1;3
179.5908,1;3
176.45032,1;3
173.33913,
169.98724,
165.50893,
162.16782,
161.08847,
159.18243,
157.30997,
153.62411,
152.58655,
152.10394,
153.3127,
157.53044,
162.42795,1;3
163.80997,1;3
160.45088,1;3
156.36163,1;3
154.43225,1;3
155.51031,1;3
159.1261,1;3
162.46927,1;3
162.96283,1;3
161.30399,1;3
158.9513,1;3
159.73508,1;3
163.84494,1;3
168.50099,1;3
170.82811,1;3
170.19572,1;3
168.13544,1;3
166.5792,1;3
166.42993,1;3
166.97675,1;3
167.84952,1;3
168.23917,1;3
167.25754,1;3
165.33713,1;3
160.39018,
153.0068,
147.96094,
147.45778,
147.47891,
146.10596,1;3
145.77081,1;3
149.74545,1;3
157.81583,1;3
165.06561,1;3
168.03683,1;3
167.58267,1;3
166.71394,1;3
167.01762,1;3
168.29893,1;3
169.80121,1;3
170.32654,1;3
170.44125,1;3
170.2763,1;3
169.26263,1;3
169.51122,1;3
171.0666,1;3
171.79727,1;3
170.14832,1;3
166.27463,1;3
164.20248,1;3
164.56049,1;3
167.08336,1;3
169.97546,1;3
171.85199,1;3
172.34091,1;3
172.00084,1;3
171.39322,1;3
168.81744,1;3
167.07962,1;3
169.4956,1;3
174.87956,1;3
180.80775,1;3
185.36758,1;3
187.3982,1;3
188.00845,1;3
188.45674,1;3
189.20096,1;3
189.05035,1;3
189.09663,1;3
189.53137,1;3
191.1394,1;3
192.5069,1;3
192.66408,1;3
192.7744,1;3
193.6067,1;3
194.19464,1;3
194.27158,1;3
194.65814,1;3
194.5151,1;3
193.88235,1;3
193.2178,1;3
191.90207,1;3
189.2864,1;3
186.18745,1;3
184.37994,1;3
184.88992,1;3
185.73819,1;3
184.20105,1;3
178.048,1;3
170.20847,1;3
164.96442,1;3
163.11378,1;3
163.21683,1;3
164.20746,1;3
166.83644,1;3
169.25763,1;3
169.72899,1;3
169.64125,1;3
170.29524,1;3
171.51804,1;3
171.69397,1;3
170.9177,1;3
170.39398,1;3
170.82437,1;3
172.20052,1;3
175.24951,1;3
177.85709,1;3
178.724,1;3
177.82327,1;3
176.18492,1;3
175.46321,1;3
175.36914,1;3
175.78876,1;3
175.87885,1;3
177.9786,1;3
182.17245,1;3
184.89479,1;3
186.1217,1;3
186.02165,1;3
184.67668,1;3
180.46266,1;3
177.6272,1;3
177.54369,1;3
179.31784,1;3
182.64816,1;3
188.20096,1;3
195.00787,
200.17938,
201.617,
199.33237,
196.27548,
194.10098,
193.17917,
192.92471,
190.66925,
186.32742,
183.16309,1;3
182.55347,1;3
183.3941,1;3
185.75208,1;3
188.9585,1;3
190.90479,1;3
190.79532,
190.81541,
190.8295,
191.16524,
191.71649,
190.08063,
185.88548,
181.36368,
176.91405,1;3
173.87976,1;3
172.8739,1;3
173.58525,1;3
175.65714,1;3
177.69162,1;3
179.16545,
180.87854,
183.42929,
184.8403,
183.12347,
179.3244,
175.34207,
173.0575,
170.58502,
166.33194,1;3
162.73874,1;3
162.03821,1;3
165.22705,1;3
170.49754,1;3
174.88852,1;3
176.70314,1;3
175.16843,
173.12808,
172.50272,
172.40839,
171.86855,
170.3736,
167.46619,
163.69023,
159.0616,
157.03336,1;3
156.90744,1;3
158.4085,1;3
161.21265,1;3
164.55559,1;3
167.32867,1;3
169.29553,1;3
170.69275,
168.81024,
166.91837,
167.63852,
169.67624,
169.27835,
163.91277,
157.84155,1;3
156.73369,1;3
161.0177,1;3
168.83386,1;3
176.70053,1;3
179.57062,1;3
177.96077,
175.61298,
174.09932,
174.6946,
177.55862,
173.65778,
152.95982,
134.00421,
122.28436,
115.22464,
115.156136,1;3
119.63602,1;3
123.51071,1;3
125.85882,1;3
127.75777,1;3
130.51607,1;3
133.25774,1;3
135.82324,1;3
140.26031,1;3
145.66913,1;3
150.4267,1;3
156.08856,1;3
160.68776,1;3
163.36551,1;3
166.37091,1;3
169.61716,1;3
170.67137,1;3
168.77861,1;3
166.51952,1;3
165.0896,1;3
166.21024,1;3
169.95229,1;3
173.64694,1;3
175.60748,1;3
173.77689,1;3
171.08496,1;3
168.79637,1;3
163.28229,1;3
154.98605,1;3
147.76613,1;3
143.39095,1;3
142.77678,1;3
145.46777,1;3
147.75104,1;3
148.45483,1;3
145.74571,1;3
141.16531,1;3
139.20392,1;3
140.41104,1;3
142.75241,1;3
143.89444,1;3
144.41539,1;3
146.24982,1;3
149.59259,1;3
154.67487,1;3
159.06714,1;3
159.615,1;3
157.89676,1;3
156.59283,1;3
156.1409,1;3
155.58426,1;3
156.18443,1;3
159.79343,1;3
165.16742,1;3
169.35873,1;3
170.11041,1;3
167.08533,1;3
160.71582,1;3
155.22284,1;3
152.95108,1;3
152.14977,1;3
152.38599,1;3
152.13008,1;3
151.15305,1;3
149.09839,1;3
147.68967,1;3
149.2363,1;3
152.67801,1;3
154.6601,1;3
154.61356,1;3
155.1726,1;3
155.87532,1;3
156.0091,1;3
154.5377,1;3
152.03244,1;3
151.58487,1;3
153.30937,1;3
157.54507,1;3
162.04819,1;3
164.60039,1;3
165.98477,1;3
167.37292,1;3
169.22711,1;3
170.08162,1;3
168.84634,1;3
168.27542,1;3
169.40823,1;3
166.45131,1;3
159.25308,1;3
152.13174,1;3
148.77777,1;3
150.17368,1;3
154.13037,1;3
159.86896,1;3
167.2745,1;3
173.7266,1;3
176.36261,1;3
175.21663,1;3
174.22774,1;3
177.10904,1;3
182.78078,1;3
185.75288,
181.84442,
172.28743,
164.59966,
160.51694,
159.81625,
161.46486,
165.99078,
174.11945,
181.0809,
181.75665,1;3
180.41351,1;3
179.71115,1;3
180.38748,1;3
177.74323,1;3
165.54065,
153.22462,
147.21437,
145.41528,
144.95229,
144.27332,
145.02014,
149.97313,
158.20041,
165.86546,
170.34433,
171.73506,1;3
171.5931,1;3
169.69885,1;3
165.05295,
156.8699,
149.48126,
144.04544,
142.69614,1;3
145.42639,1;3
152.42152,1;3
161.57716,1;3
167.46054,1;3
169.09262,1;3
169.70775,
170.60959,
171.35982,
171.2333,
168.27435,
